Processes raspberrypi,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-31 22:30:55,5,0,420.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:57,5,0,268.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:30:59,5,0,205.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:01,5,0,429.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:03,5,0,258.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:05,5,0,171.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:07,5,0,365.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:09,5,0,224.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:11,6,0,242.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:13,5,0,277.8,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:31:15,6,0,265.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:17,5,0,217.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:19,5,0,442.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:21,5,0,198.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:23,5,0,190.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:25,5,0,362.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:27,5,0,208.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:29,5,0,281.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:31,5,0,360.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:33,5,0,316.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:35,5,0,184.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:37,5,0,468.7,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:31:39,5,0,123.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:41,5,0,330.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:43,5,0,323.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:45,5,0,208.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:47,5,0,267.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:49,5,0,359.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:51,5,0,237.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:53,5,0,303.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:55,5,0,318.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:57,5,0,198.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:31:59,5,0,278.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:01,5,0,423.2,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:32:03,5,0,177.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:05,5,0,325.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:07,5,0,329.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:09,5,0,236.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:11,5,0,167.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:13,5,0,261.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:15,5,0,207.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:17,5,0,323.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:32:19,5,0,277.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
